subject_id,student_id,assessment_type,marks_obtained,id
SB000027,ST000251,UT-3,69,MR036044
SB000027,ST000251,HY,23,MR036045
SB000027,ST000251,FA,54,MR036046
SB000028,ST000251,UT-1,79,MR036047
SB000028,ST000251,UT-2,70,MR036048
SB000028,ST000251,UT-3,54,MR036049
SB000028,ST000251,HY,59,MR036050
SB000028,ST000251,FA,3,MR036051
SB000029,ST000251,UT-1,53,MR036052
SB000029,ST000251,UT-2,61,MR036053
SB000029,ST000251,UT-3,3,MR036054
SB000029,ST000251,HY,47,MR036055
SB000029,ST000251,FA,19,MR036056
SB000025,ST000252,UT-1,6,MR036057
SB000025,ST000252,UT-2,91,MR036058
SB000025,ST000252,UT-3,15,MR036059
SB000025,ST000252,HY,89,MR036060
SB000025,ST000252,FA,99,MR036061
SB000026,ST000252,UT-1,28,MR036062
SB000026,ST000252,UT-2,62,MR036063
SB000026,ST000252,UT-3,42,MR036064
SB000026,ST000252,HY,56,MR036065
SB000026,ST000252,FA,84,MR036066
SB000027,ST000252,UT-1,91,MR036067
SB000027,ST000252,UT-2,74,MR036068
SB000027,ST000252,UT-3,46,MR036069
SB000027,ST000252,HY,49,MR036070
SB000027,ST000252,FA,89,MR036071
SB000028,ST000252,UT-1,97,MR036072
SB000028,ST000252,UT-2,49,MR036073
SB000028,ST000252,UT-3,22,MR036074
SB000028,ST000252,HY,96,MR036075
SB000028,ST000252,FA,18,MR036076
SB000029,ST000252,UT-1,99,MR036077
SB000029,ST000252,UT-2,72,MR036078
SB000029,ST000252,UT-3,60,MR036079
SB000029,ST000252,HY,14,MR036080
SB000029,ST000252,FA,64,MR036081
SB000025,ST000253,UT-1,89,MR036082
SB000025,ST000253,UT-2,89,MR036083
SB000025,ST000253,UT-3,76,MR036084
SB000025,ST000253,HY,94,MR036085
SB000025,ST000253,FA,15,MR036086
SB000026,ST000253,UT-1,54,MR036087
SB000026,ST000253,UT-2,5,MR036088
SB000026,ST000253,UT-3,64,MR036089
SB000026,ST000253,HY,81,MR036090
SB000026,ST000253,FA,42,MR036091
SB000027,ST000253,UT-1,80,MR036092
SB000027,ST000253,UT-2,26,MR036093
SB000027,ST000253,UT-3,54,MR036094
SB000027,ST000253,HY,43,MR036095
SB000027,ST000253,FA,91,MR036096
SB000028,ST000253,UT-1,32,MR036097
SB000028,ST000253,UT-2,11,MR036098
SB000028,ST000253,UT-3,68,MR036099
SB000028,ST000253,HY,14,MR036100
SB000028,ST000253,FA,81,MR036101
SB000029,ST000253,UT-1,15,MR036102
SB000029,ST000253,UT-2,73,MR036103
SB000029,ST000253,UT-3,92,MR036104
SB000029,ST000253,HY,27,MR036105
SB000029,ST000253,FA,4,MR036106
SB000025,ST000254,UT-1,78,MR036107
SB000025,ST000254,UT-2,14,MR036108
SB000025,ST000254,UT-3,2,MR036109
SB000025,ST000254,HY,87,MR036110
SB000025,ST000254,FA,50,MR036111
SB000026,ST000254,UT-1,42,MR036112
SB000026,ST000254,UT-2,44,MR036113
SB000026,ST000254,UT-3,62,MR036114
SB000026,ST000254,HY,71,MR036115
SB000026,ST000254,FA,97,MR036116
SB000027,ST000254,UT-1,97,MR036117
SB000027,ST000254,UT-2,21,MR036118
SB000027,ST000254,UT-3,93,MR036119
SB000027,ST000254,HY,45,MR036120
SB000027,ST000254,FA,33,MR036121
SB000028,ST000254,UT-1,87,MR036122
SB000028,ST000254,UT-2,73,MR036123
SB000028,ST000254,UT-3,6,MR036124
SB000028,ST000254,HY,98,MR036125
SB000028,ST000254,FA,4,MR036126
SB000029,ST000254,UT-1,15,MR036127
SB000029,ST000254,UT-2,38,MR036128
SB000029,ST000254,UT-3,84,MR036129
SB000029,ST000254,HY,93,MR036130
SB000029,ST000254,FA,5,MR036131
SB000025,ST000255,UT-1,15,MR036132
SB000025,ST000255,UT-2,82,MR036133
SB000025,ST000255,UT-3,51,MR036134
SB000025,ST000255,HY,43,MR036135
SB000025,ST000255,FA,41,MR036136
SB000026,ST000255,UT-1,48,MR036137
SB000026,ST000255,UT-2,40,MR036138
SB000026,ST000255,UT-3,4,MR036139
SB000026,ST000255,HY,16,MR036140
SB000026,ST000255,FA,55,MR036141
SB000027,ST000255,UT-1,21,MR036142
SB000027,ST000255,UT-2,97,MR036143
SB000027,ST000255,UT-3,52,MR036144
SB000027,ST000255,HY,29,MR036145
SB000027,ST000255,FA,11,MR036146
SB000028,ST000255,UT-1,70,MR036147
SB000028,ST000255,UT-2,25,MR036148
SB000028,ST000255,UT-3,35,MR036149
SB000028,ST000255,HY,5,MR036150
SB000028,ST000255,FA,13,MR036151
SB000029,ST000255,UT-1,6,MR036152
SB000029,ST000255,UT-2,57,MR036153
SB000029,ST000255,UT-3,17,MR036154
SB000029,ST000255,HY,73,MR036155
SB000029,ST000255,FA,66,MR036156
SB000025,ST000256,UT-1,24,MR036157
SB000025,ST000256,UT-2,19,MR036158
SB000025,ST000256,UT-3,78,MR036159
SB000025,ST000256,HY,87,MR036160
SB000025,ST000256,FA,2,MR036161
SB000026,ST000256,UT-1,20,MR036162
SB000026,ST000256,UT-2,93,MR036163
SB000026,ST000256,UT-3,83,MR036164
SB000026,ST000256,HY,95,MR036165
SB000026,ST000256,FA,6,MR036166
SB000027,ST000256,UT-1,44,MR036167
SB000027,ST000256,UT-2,12,MR036168
SB000027,ST000256,UT-3,56,MR036169
SB000027,ST000256,HY,80,MR036170
SB000027,ST000256,FA,9,MR036171
SB000028,ST000256,UT-1,94,MR036172
SB000028,ST000256,UT-2,44,MR036173
SB000028,ST000256,UT-3,41,MR036174
SB000028,ST000256,HY,52,MR036175
SB000028,ST000256,FA,13,MR036176
SB000029,ST000256,UT-1,78,MR036177
SB000029,ST000256,UT-2,81,MR036178
SB000029,ST000256,UT-3,9,MR036179
SB000029,ST000256,HY,61,MR036180
SB000029,ST000256,FA,70,MR036181
SB000025,ST000257,UT-1,81,MR036182
SB000025,ST000257,UT-2,97,MR036183
SB000025,ST000257,UT-3,89,MR036184
SB000025,ST000257,HY,32,MR036185
SB000025,ST000257,FA,86,MR036186
SB000026,ST000257,UT-1,15,MR036187
SB000026,ST000257,UT-2,81,MR036188
SB000026,ST000257,UT-3,11,MR036189
SB000026,ST000257,HY,58,MR036190
SB000026,ST000257,FA,43,MR036191
SB000027,ST000257,UT-1,96,MR036192
SB000027,ST000257,UT-2,20,MR036193
SB000027,ST000257,UT-3,27,MR036194
SB000027,ST000257,HY,41,MR036195
SB000027,ST000257,FA,25,MR036196
SB000028,ST000257,UT-1,19,MR036197
SB000028,ST000257,UT-2,59,MR036198
SB000028,ST000257,UT-3,24,MR036199
SB000028,ST000257,HY,92,MR036200
SB000028,ST000257,FA,97,MR036201
SB000029,ST000257,UT-1,72,MR036202
SB000029,ST000257,UT-2,0,MR036203
SB000029,ST000257,UT-3,20,MR036204
SB000029,ST000257,HY,30,MR036205
SB000029,ST000257,FA,24,MR036206
SB000025,ST000258,UT-1,43,MR036207
SB000025,ST000258,UT-2,14,MR036208
SB000025,ST000258,UT-3,23,MR036209
SB000025,ST000258,HY,34,MR036210
SB000025,ST000258,FA,28,MR036211
SB000026,ST000258,UT-1,44,MR036212
SB000026,ST000258,UT-2,85,MR036213
SB000026,ST000258,UT-3,86,MR036214
SB000026,ST000258,HY,60,MR036215
SB000026,ST000258,FA,85,MR036216
SB000027,ST000258,UT-1,43,MR036217
SB000027,ST000258,UT-2,97,MR036218
SB000027,ST000258,UT-3,73,MR036219
SB000027,ST000258,HY,58,MR036220
SB000027,ST000258,FA,19,MR036221
SB000028,ST000258,UT-1,90,MR036222
SB000028,ST000258,UT-2,3,MR036223
SB000028,ST000258,UT-3,24,MR036224
SB000028,ST000258,HY,85,MR036225
SB000028,ST000258,FA,3,MR036226
SB000029,ST000258,UT-1,60,MR036227
SB000029,ST000258,UT-2,30,MR036228
SB000029,ST000258,UT-3,18,MR036229
SB000029,ST000258,HY,5,MR036230
SB000029,ST000258,FA,58,MR036231
SB000025,ST000259,UT-1,92,MR036232
SB000025,ST000259,UT-2,76,MR036233
SB000025,ST000259,UT-3,55,MR036234
SB000025,ST000259,HY,54,MR036235
SB000025,ST000259,FA,49,MR036236
SB000026,ST000259,UT-1,39,MR036237
SB000026,ST000259,UT-2,20,MR036238
SB000026,ST000259,UT-3,60,MR036239
SB000026,ST000259,HY,0,MR036240
SB000026,ST000259,FA,56,MR036241
SB000027,ST000259,UT-1,10,MR036242
SB000027,ST000259,UT-2,41,MR036243
SB000027,ST000259,UT-3,95,MR036244
SB000027,ST000259,HY,69,MR036245
SB000027,ST000259,FA,60,MR036246
SB000028,ST000259,UT-1,87,MR036247
SB000028,ST000259,UT-2,64,MR036248
SB000028,ST000259,UT-3,66,MR036249
SB000028,ST000259,HY,41,MR036250
SB000028,ST000259,FA,30,MR036251
SB000029,ST000259,UT-1,18,MR036252
SB000029,ST000259,UT-2,73,MR036253
SB000029,ST000259,UT-3,53,MR036254
SB000029,ST000259,HY,90,MR036255
SB000029,ST000259,FA,68,MR036256
SB000025,ST000260,UT-1,28,MR036257
SB000025,ST000260,UT-2,20,MR036258
SB000025,ST000260,UT-3,54,MR036259
SB000025,ST000260,HY,59,MR036260
SB000025,ST000260,FA,56,MR036261
SB000026,ST000260,UT-1,87,MR036262
SB000026,ST000260,UT-2,57,MR036263
SB000026,ST000260,UT-3,2,MR036264
SB000026,ST000260,HY,3,MR036265
SB000026,ST000260,FA,34,MR036266
SB000027,ST000260,UT-1,7,MR036267
SB000027,ST000260,UT-2,68,MR036268
SB000027,ST000260,UT-3,28,MR036269
SB000027,ST000260,HY,54,MR036270
SB000027,ST000260,FA,84,MR036271
SB000028,ST000260,UT-1,27,MR036272
SB000028,ST000260,UT-2,27,MR036273
SB000028,ST000260,UT-3,14,MR036274
SB000028,ST000260,HY,29,MR036275
SB000028,ST000260,FA,94,MR036276
SB000029,ST000260,UT-1,26,MR036277
SB000029,ST000260,UT-2,36,MR036278
SB000029,ST000260,UT-3,89,MR036279
SB000029,ST000260,HY,5,MR036280
SB000029,ST000260,FA,46,MR036281
SB000025,ST000261,UT-1,83,MR036282
SB000025,ST000261,UT-2,86,MR036283
SB000025,ST000261,UT-3,19,MR036284
SB000025,ST000261,HY,55,MR036285
SB000025,ST000261,FA,44,MR036286
SB000026,ST000261,UT-1,0,MR036287
SB000026,ST000261,UT-2,93,MR036288
SB000026,ST000261,UT-3,87,MR036289
SB000026,ST000261,HY,67,MR036290
SB000026,ST000261,FA,66,MR036291
SB000027,ST000261,UT-1,57,MR036292
SB000027,ST000261,UT-2,7,MR036293
SB000027,ST000261,UT-3,55,MR036294
SB000027,ST000261,HY,9,MR036295
SB000027,ST000261,FA,85,MR036296
SB000028,ST000261,UT-1,60,MR036297
SB000028,ST000261,UT-2,16,MR036298
SB000028,ST000261,UT-3,88,MR036299
SB000028,ST000261,HY,5,MR036300
SB000028,ST000261,FA,47,MR036301
SB000029,ST000261,UT-1,86,MR036302
SB000029,ST000261,UT-2,80,MR036303
SB000029,ST000261,UT-3,35,MR036304
SB000029,ST000261,HY,31,MR036305
SB000029,ST000261,FA,57,MR036306
SB000025,ST000262,UT-1,26,MR036307
SB000025,ST000262,UT-2,36,MR036308
SB000025,ST000262,UT-3,91,MR036309
SB000025,ST000262,HY,59,MR036310
SB000025,ST000262,FA,59,MR036311
SB000026,ST000262,UT-1,60,MR036312
SB000026,ST000262,UT-2,52,MR036313
SB000026,ST000262,UT-3,43,MR036314
SB000026,ST000262,HY,96,MR036315
SB000026,ST000262,FA,91,MR036316
SB000027,ST000262,UT-1,67,MR036317
SB000027,ST000262,UT-2,46,MR036318
SB000027,ST000262,UT-3,34,MR036319
SB000027,ST000262,HY,98,MR036320
SB000027,ST000262,FA,8,MR036321
SB000028,ST000262,UT-1,3,MR036322
SB000028,ST000262,UT-2,43,MR036323
SB000028,ST000262,UT-3,3,MR036324
SB000028,ST000262,HY,23,MR036325
SB000028,ST000262,FA,20,MR036326
SB000029,ST000262,UT-1,54,MR036327
SB000029,ST000262,UT-2,72,MR036328
SB000029,ST000262,UT-3,10,MR036329
SB000029,ST000262,HY,31,MR036330
SB000029,ST000262,FA,47,MR036331
SB000025,ST000263,UT-1,54,MR036332
SB000025,ST000263,UT-2,97,MR036333
SB000025,ST000263,UT-3,35,MR036334
SB000025,ST000263,HY,2,MR036335
SB000025,ST000263,FA,45,MR036336
SB000026,ST000263,UT-1,28,MR036337
SB000026,ST000263,UT-2,4,MR036338
SB000026,ST000263,UT-3,25,MR036339
SB000026,ST000263,HY,46,MR036340
SB000026,ST000263,FA,24,MR036341
SB000027,ST000263,UT-1,21,MR036342
SB000027,ST000263,UT-2,96,MR036343
SB000027,ST000263,UT-3,78,MR036344
SB000027,ST000263,HY,52,MR036345
SB000027,ST000263,FA,51,MR036346
SB000028,ST000263,UT-1,3,MR036347
SB000028,ST000263,UT-2,8,MR036348
SB000028,ST000263,UT-3,55,MR036349
SB000028,ST000263,HY,70,MR036350
SB000028,ST000263,FA,5,MR036351
SB000029,ST000263,UT-1,100,MR036352
SB000029,ST000263,UT-2,67,MR036353
SB000029,ST000263,UT-3,50,MR036354
SB000029,ST000263,HY,75,MR036355
SB000029,ST000263,FA,98,MR036356
SB000025,ST000264,UT-1,52,MR036357
SB000025,ST000264,UT-2,16,MR036358
SB000025,ST000264,UT-3,28,MR036359
SB000025,ST000264,HY,38,MR036360
SB000025,ST000264,FA,17,MR036361
SB000026,ST000264,UT-1,64,MR036362
SB000026,ST000264,UT-2,24,MR036363
SB000026,ST000264,UT-3,53,MR036364
SB000026,ST000264,HY,34,MR036365
SB000026,ST000264,FA,3,MR036366
SB000027,ST000264,UT-1,63,MR036367
SB000027,ST000264,UT-2,69,MR036368
SB000027,ST000264,UT-3,48,MR036369
SB000027,ST000264,HY,69,MR036370
SB000027,ST000264,FA,67,MR036371
SB000028,ST000264,UT-1,58,MR036372
SB000028,ST000264,UT-2,89,MR036373
SB000028,ST000264,UT-3,91,MR036374
SB000028,ST000264,HY,45,MR036375
SB000028,ST000264,FA,10,MR036376
SB000029,ST000264,UT-1,13,MR036377
SB000029,ST000264,UT-2,0,MR036378
SB000029,ST000264,UT-3,23,MR036379
SB000029,ST000264,HY,25,MR036380
SB000029,ST000264,FA,73,MR036381
SB000025,ST000265,UT-1,91,MR036382
SB000025,ST000265,UT-2,89,MR036383
SB000025,ST000265,UT-3,44,MR036384
SB000025,ST000265,HY,83,MR036385
SB000025,ST000265,FA,15,MR036386
SB000026,ST000265,UT-1,66,MR036387
SB000026,ST000265,UT-2,80,MR036388
SB000026,ST000265,UT-3,87,MR036389
SB000026,ST000265,HY,4,MR036390
SB000026,ST000265,FA,44,MR036391
SB000027,ST000265,UT-1,40,MR036392
SB000027,ST000265,UT-2,23,MR036393
SB000027,ST000265,UT-3,62,MR036394
SB000027,ST000265,HY,61,MR036395
SB000027,ST000265,FA,78,MR036396
SB000028,ST000265,UT-1,60,MR036397
SB000028,ST000265,UT-2,16,MR036398
SB000028,ST000265,UT-3,85,MR036399
SB000028,ST000265,HY,52,MR036400
SB000028,ST000265,FA,28,MR036401
SB000029,ST000265,UT-1,11,MR036402
SB000029,ST000265,UT-2,29,MR036403
SB000029,ST000265,UT-3,57,MR036404
SB000029,ST000265,HY,38,MR036405
SB000029,ST000265,FA,85,MR036406
SB000025,ST000266,UT-1,10,MR036407
SB000025,ST000266,UT-2,71,MR036408
SB000025,ST000266,UT-3,88,MR036409
SB000025,ST000266,HY,83,MR036410
SB000025,ST000266,FA,100,MR036411
SB000026,ST000266,UT-1,37,MR036412
SB000026,ST000266,UT-2,50,MR036413
SB000026,ST000266,UT-3,87,MR036414
SB000026,ST000266,HY,30,MR036415
SB000026,ST000266,FA,50,MR036416
SB000027,ST000266,UT-1,11,MR036417
SB000027,ST000266,UT-2,46,MR036418
SB000027,ST000266,UT-3,98,MR036419
SB000027,ST000266,HY,93,MR036420
SB000027,ST000266,FA,76,MR036421
SB000028,ST000266,UT-1,94,MR036422
SB000028,ST000266,UT-2,63,MR036423
SB000028,ST000266,UT-3,38,MR036424
SB000028,ST000266,HY,9,MR036425
SB000028,ST000266,FA,87,MR036426
SB000029,ST000266,UT-1,3,MR036427
SB000029,ST000266,UT-2,72,MR036428
SB000029,ST000266,UT-3,63,MR036429
SB000029,ST000266,HY,94,MR036430
SB000029,ST000266,FA,96,MR036431
SB000025,ST000267,UT-1,98,MR036432
SB000025,ST000267,UT-2,30,MR036433
SB000025,ST000267,UT-3,37,MR036434
SB000025,ST000267,HY,31,MR036435
SB000025,ST000267,FA,37,MR036436
SB000026,ST000267,UT-1,48,MR036437
SB000026,ST000267,UT-2,15,MR036438
SB000026,ST000267,UT-3,100,MR036439
SB000026,ST000267,HY,22,MR036440
SB000026,ST000267,FA,13,MR036441
SB000027,ST000267,UT-1,93,MR036442
SB000027,ST000267,UT-2,49,MR036443
SB000027,ST000267,UT-3,71,MR036444
SB000027,ST000267,HY,15,MR036445
SB000027,ST000267,FA,36,MR036446
SB000028,ST000267,UT-1,43,MR036447
SB000028,ST000267,UT-2,34,MR036448
SB000028,ST000267,UT-3,14,MR036449
SB000028,ST000267,HY,25,MR036450
SB000028,ST000267,FA,14,MR036451
SB000029,ST000267,UT-1,73,MR036452
SB000029,ST000267,UT-2,61,MR036453
SB000029,ST000267,UT-3,30,MR036454
SB000029,ST000267,HY,38,MR036455
SB000029,ST000267,FA,74,MR036456
SB000025,ST000268,UT-1,77,MR036457
SB000025,ST000268,UT-2,41,MR036458
SB000025,ST000268,UT-3,88,MR036459
SB000025,ST000268,HY,5,MR036460
SB000025,ST000268,FA,42,MR036461
SB000026,ST000268,UT-1,23,MR036462
SB000026,ST000268,UT-2,32,MR036463
SB000026,ST000268,UT-3,24,MR036464
SB000026,ST000268,HY,57,MR036465
SB000026,ST000268,FA,30,MR036466
SB000027,ST000268,UT-1,15,MR036467
SB000027,ST000268,UT-2,42,MR036468
SB000027,ST000268,UT-3,53,MR036469
SB000027,ST000268,HY,60,MR036470
SB000027,ST000268,FA,11,MR036471
SB000028,ST000268,UT-1,26,MR036472
SB000028,ST000268,UT-2,15,MR036473
SB000028,ST000268,UT-3,80,MR036474
SB000028,ST000268,HY,66,MR036475
SB000028,ST000268,FA,44,MR036476
SB000029,ST000268,UT-1,95,MR036477
SB000029,ST000268,UT-2,67,MR036478
SB000029,ST000268,UT-3,63,MR036479
SB000029,ST000268,HY,22,MR036480
SB000029,ST000268,FA,76,MR036481
SB000025,ST000269,UT-1,86,MR036482
SB000025,ST000269,UT-2,68,MR036483
SB000025,ST000269,UT-3,47,MR036484
SB000025,ST000269,HY,5,MR036485
SB000025,ST000269,FA,72,MR036486
SB000026,ST000269,UT-1,18,MR036487
SB000026,ST000269,UT-2,41,MR036488
SB000026,ST000269,UT-3,3,MR036489
SB000026,ST000269,HY,46,MR036490
SB000026,ST000269,FA,51,MR036491
SB000027,ST000269,UT-1,74,MR036492
SB000027,ST000269,UT-2,13,MR036493
SB000027,ST000269,UT-3,67,MR036494
SB000027,ST000269,HY,79,MR036495
SB000027,ST000269,FA,1,MR036496
SB000028,ST000269,UT-1,64,MR036497
SB000028,ST000269,UT-2,67,MR036498
SB000028,ST000269,UT-3,30,MR036499
SB000028,ST000269,HY,63,MR036500
SB000028,ST000269,FA,9,MR036501
SB000029,ST000269,UT-1,16,MR036502
SB000029,ST000269,UT-2,83,MR036503
SB000029,ST000269,UT-3,75,MR036504
SB000029,ST000269,HY,0,MR036505
SB000029,ST000269,FA,76,MR036506
SB000025,ST000270,UT-1,56,MR036507
SB000025,ST000270,UT-2,81,MR036508
SB000025,ST000270,UT-3,69,MR036509
SB000025,ST000270,HY,42,MR036510
SB000025,ST000270,FA,8,MR036511
SB000026,ST000270,UT-1,11,MR036512
SB000026,ST000270,UT-2,27,MR036513
SB000026,ST000270,UT-3,12,MR036514
SB000026,ST000270,HY,27,MR036515
SB000026,ST000270,FA,25,MR036516
SB000027,ST000270,UT-1,61,MR036517
SB000027,ST000270,UT-2,33,MR036518
SB000027,ST000270,UT-3,79,MR036519
SB000027,ST000270,HY,94,MR036520
SB000027,ST000270,FA,73,MR036521
SB000028,ST000270,UT-1,18,MR036522
SB000028,ST000270,UT-2,29,MR036523
SB000028,ST000270,UT-3,97,MR036524
SB000028,ST000270,HY,83,MR036525
SB000028,ST000270,FA,81,MR036526
SB000029,ST000270,UT-1,57,MR036527
SB000029,ST000270,UT-2,61,MR036528
SB000029,ST000270,UT-3,97,MR036529
SB000029,ST000270,HY,96,MR036530
SB000029,ST000270,FA,31,MR036531
SB000025,ST000271,UT-1,0,MR036532
SB000025,ST000271,UT-2,10,MR036533
SB000025,ST000271,UT-3,97,MR036534
SB000025,ST000271,HY,29,MR036535
SB000025,ST000271,FA,26,MR036536
SB000026,ST000271,UT-1,38,MR036537
SB000026,ST000271,UT-2,96,MR036538
SB000026,ST000271,UT-3,25,MR036539
SB000026,ST000271,HY,44,MR036540
SB000026,ST000271,FA,47,MR036541
SB000027,ST000271,UT-1,59,MR036542
SB000027,ST000271,UT-2,62,MR036543
SB000027,ST000271,UT-3,76,MR036544
SB000027,ST000271,HY,90,MR036545
SB000027,ST000271,FA,18,MR036546
SB000028,ST000271,UT-1,70,MR036547
SB000028,ST000271,UT-2,86,MR036548
SB000028,ST000271,UT-3,39,MR036549
SB000028,ST000271,HY,70,MR036550
SB000028,ST000271,FA,23,MR036551
SB000029,ST000271,UT-1,83,MR036552
SB000029,ST000271,UT-2,51,MR036553
SB000029,ST000271,UT-3,2,MR036554
SB000029,ST000271,HY,2,MR036555
SB000029,ST000271,FA,23,MR036556
SB000025,ST000272,UT-1,32,MR036557
SB000025,ST000272,UT-2,79,MR036558
SB000025,ST000272,UT-3,32,MR036559
SB000025,ST000272,HY,31,MR036560
SB000025,ST000272,FA,79,MR036561
SB000026,ST000272,UT-1,54,MR036562
SB000026,ST000272,UT-2,12,MR036563
SB000026,ST000272,UT-3,51,MR036564
SB000026,ST000272,HY,36,MR036565
SB000026,ST000272,FA,54,MR036566
SB000027,ST000272,UT-1,42,MR036567
SB000027,ST000272,UT-2,100,MR036568
SB000027,ST000272,UT-3,98,MR036569
SB000027,ST000272,HY,8,MR036570
SB000027,ST000272,FA,3,MR036571
SB000028,ST000272,UT-1,70,MR036572
SB000028,ST000272,UT-2,55,MR036573
SB000028,ST000272,UT-3,61,MR036574
SB000028,ST000272,HY,88,MR036575
SB000028,ST000272,FA,0,MR036576
SB000029,ST000272,UT-1,82,MR036577
SB000029,ST000272,UT-2,18,MR036578
SB000029,ST000272,UT-3,74,MR036579
SB000029,ST000272,HY,70,MR036580
SB000029,ST000272,FA,78,MR036581
SB000025,ST000273,UT-1,10,MR036582
SB000025,ST000273,UT-2,52,MR036583
SB000025,ST000273,UT-3,50,MR036584
SB000025,ST000273,HY,27,MR036585
SB000025,ST000273,FA,83,MR036586
SB000026,ST000273,UT-1,78,MR036587
SB000026,ST000273,UT-2,53,MR036588
SB000026,ST000273,UT-3,54,MR036589
SB000026,ST000273,HY,2,MR036590
SB000026,ST000273,FA,98,MR036591
SB000027,ST000273,UT-1,66,MR036592
SB000027,ST000273,UT-2,1,MR036593
SB000027,ST000273,UT-3,44,MR036594
SB000027,ST000273,HY,50,MR036595
SB000027,ST000273,FA,0,MR036596
SB000028,ST000273,UT-1,13,MR036597
SB000028,ST000273,UT-2,65,MR036598
SB000028,ST000273,UT-3,45,MR036599
SB000028,ST000273,HY,67,MR036600
SB000028,ST000273,FA,38,MR036601
SB000029,ST000273,UT-1,66,MR036602
SB000029,ST000273,UT-2,50,MR036603
SB000029,ST000273,UT-3,0,MR036604
SB000029,ST000273,HY,54,MR036605
SB000029,ST000273,FA,19,MR036606
SB000025,ST000274,UT-1,90,MR036607
SB000025,ST000274,UT-2,3,MR036608
SB000025,ST000274,UT-3,97,MR036609
SB000025,ST000274,HY,3,MR036610
SB000025,ST000274,FA,17,MR036611
SB000026,ST000274,UT-1,22,MR036612
SB000026,ST000274,UT-2,28,MR036613
SB000026,ST000274,UT-3,33,MR036614
SB000026,ST000274,HY,35,MR036615
SB000026,ST000274,FA,67,MR036616
SB000027,ST000274,UT-1,95,MR036617
SB000027,ST000274,UT-2,57,MR036618
SB000027,ST000274,UT-3,87,MR036619
SB000027,ST000274,HY,68,MR036620
SB000027,ST000274,FA,84,MR036621
SB000028,ST000274,UT-1,79,MR036622
SB000028,ST000274,UT-2,55,MR036623
SB000028,ST000274,UT-3,11,MR036624
SB000028,ST000274,HY,29,MR036625
SB000028,ST000274,FA,58,MR036626
SB000029,ST000274,UT-1,48,MR036627
SB000029,ST000274,UT-2,57,MR036628
SB000029,ST000274,UT-3,43,MR036629
SB000029,ST000274,HY,52,MR036630
SB000029,ST000274,FA,17,MR036631
SB000025,ST000275,UT-1,65,MR036632
SB000025,ST000275,UT-2,77,MR036633
SB000025,ST000275,UT-3,87,MR036634
SB000025,ST000275,HY,51,MR036635
SB000025,ST000275,FA,25,MR036636
SB000026,ST000275,UT-1,70,MR036637
SB000026,ST000275,UT-2,88,MR036638
SB000026,ST000275,UT-3,71,MR036639
SB000026,ST000275,HY,72,MR036640
SB000026,ST000275,FA,79,MR036641
SB000027,ST000275,UT-1,79,MR036642
SB000027,ST000275,UT-2,48,MR036643
SB000027,ST000275,UT-3,77,MR036644
SB000027,ST000275,HY,2,MR036645
SB000027,ST000275,FA,5,MR036646
SB000028,ST000275,UT-1,3,MR036647
SB000028,ST000275,UT-2,5,MR036648
SB000028,ST000275,UT-3,59,MR036649
SB000028,ST000275,HY,23,MR036650
SB000028,ST000275,FA,65,MR036651
SB000029,ST000275,UT-1,28,MR036652
SB000029,ST000275,UT-2,41,MR036653
SB000029,ST000275,UT-3,70,MR036654
SB000029,ST000275,HY,88,MR036655
SB000029,ST000275,FA,7,MR036656
SB000025,ST000276,UT-1,70,MR036657
SB000025,ST000276,UT-2,2,MR036658
SB000025,ST000276,UT-3,95,MR036659
SB000025,ST000276,HY,94,MR036660
SB000025,ST000276,FA,77,MR036661
SB000026,ST000276,UT-1,8,MR036662
SB000026,ST000276,UT-2,23,MR036663
SB000026,ST000276,UT-3,56,MR036664
SB000026,ST000276,HY,17,MR036665
SB000026,ST000276,FA,73,MR036666
SB000027,ST000276,UT-1,20,MR036667
SB000027,ST000276,UT-2,87,MR036668
SB000027,ST000276,UT-3,82,MR036669
SB000027,ST000276,HY,51,MR036670
SB000027,ST000276,FA,6,MR036671
SB000028,ST000276,UT-1,49,MR036672
SB000028,ST000276,UT-2,27,MR036673
SB000028,ST000276,UT-3,77,MR036674
SB000028,ST000276,HY,11,MR036675
SB000028,ST000276,FA,37,MR036676
SB000029,ST000276,UT-1,22,MR036677
SB000029,ST000276,UT-2,40,MR036678
SB000029,ST000276,UT-3,37,MR036679
SB000029,ST000276,HY,79,MR036680
SB000029,ST000276,FA,46,MR036681
SB000025,ST000277,UT-1,1,MR036682
SB000025,ST000277,UT-2,44,MR036683
SB000025,ST000277,UT-3,43,MR036684
SB000025,ST000277,HY,66,MR036685
SB000025,ST000277,FA,57,MR036686
SB000026,ST000277,UT-1,70,MR036687
SB000026,ST000277,UT-2,38,MR036688
SB000026,ST000277,UT-3,12,MR036689
SB000026,ST000277,HY,52,MR036690
SB000026,ST000277,FA,41,MR036691
SB000027,ST000277,UT-1,9,MR036692
SB000027,ST000277,UT-2,60,MR036693
SB000027,ST000277,UT-3,38,MR036694
SB000027,ST000277,HY,41,MR036695
SB000027,ST000277,FA,13,MR036696
SB000028,ST000277,UT-1,55,MR036697
SB000028,ST000277,UT-2,53,MR036698
SB000028,ST000277,UT-3,81,MR036699
SB000028,ST000277,HY,92,MR036700
SB000028,ST000277,FA,0,MR036701
SB000029,ST000277,UT-1,95,MR036702
